geo_code,geo_name_rsv,taux_passages_bronchio_sau_popnorm,taux_hospit_bronchio_sau_popnorm,taux_actes_bronchio_sos_popnorm,geo_name_vac,couv_dose1,couv_complet,couv_rappel,port_du_masque,lavage_des_mains,eviter_les_regrupements,aeration_du_logement,saluer_sans_serrer_la_main,adhesion_vaccinale_adultes,adhesion_vaccinale_enfants,grocery and pharmacy,parks,residential,retail and recreation,transit stations,workplaces,score_mnp,tmean,tmean_szn_pct,tmean_szn_quintile,rsv_pos_pct,geo_level
1,Guadeloupe,,,,,,,,,,,,,,,,,,,,,,,,,,REG
27,Bourgogne et Franche-Comté,,,,,,,,,,,,,,,,,,,,,,4.928571428571429,50.0,2.0,,REG
32,Hauts-de-France,,,,,,,,,,,,,,,,,,,,,,5.9071428571428575,37.5,2.0,,REG
93,Provence-Alpes-Côte d'Azur,,,,,,,,,,,,,,,,,,,,,,5.221428571428571,37.5,2.0,,REG
24,Centre-Val de Loire,,,,,,,,,,,,,,,,,,,,,,5.404285714285714,50.0,2.0,,REG
44,Grand Est,,,,,,,,,,,,,,,,,,,,,,7.545714285714285,50.0,2.0,,REG
2,Martinique,,,,,,,,,,,,,,,,,,,,,,,,,,REG
11,Île-de-France,,,,,,,,,,,,,,,,,,,,,,8.788571428571428,62.5,3.0,,REG
52,Pays de la Loire,,,,,,,,,,,,,,,,,,,,,,2.64,50.0,2.0,,REG
84,Auvergne et Rhône-Alpes,,,,,,,,,,,,,,,,,,,,,,5.864285714285715,37.5,2.0,,REG
94,Corse,,,,,,,,,,,,,,,,,,,,,,5.292857142857143,37.5,2.0,,REG
28,Normandie,,,,,,,,,,,,,,,,,,,,,,4.8428571428571425,37.5,2.0,,REG
53,Bretagne,,,,,,,,,,,,,,,,,,,,,,5.8428571428571425,50.0,2.0,,REG
4,Réunion,,,,,,,,,,,,,,,,,,,,,,,,,,REG
3,Guyane,,,,,,,,,,,,,,,,,,,,,,,,,,REG
76,Occitanie,,,,,,,,,,,,,,,,,,,,,,6.001428571428571,37.5,2.0,,REG
75,Nouvelle Aquitaine,,,,,,,,,,,,,,,,,,,,,,5.835714285714286,37.5,2.0,,REG
6,Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,REG
6,Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,REG
27,Bourgogne et Franche-Comté,,,,,,,,,,,,,,,,,,,,,,7.9,87.5,4.0,,REG
4,Réunion,,,,,,,,,,,,,,,,,,,,,,,,,,REG
32,Hauts-de-France,,,,,,,,,,,,,,,,,,,,,,6.692857142857143,75.0,4.0,,REG
93,Provence-Alpes-Côte d'Azur,,,,,,,,,,,,,,,,,,,,,,7.85,87.5,4.0,,REG
24,Centre-Val de Loire,,,,,,,,,,,,,,,,,,,,,,6.268571428571428,62.5,3.0,,REG
44,Grand Est,,,,,,,,,,,,,,,,,,,,,,9.758571428571427,87.5,4.0,,REG
75,Nouvelle Aquitaine,,,,,,,,,,,,,,,,,,,,,,8.171428571428573,87.5,4.0,,REG
2,Martinique,,,,,,,,,,,,,,,,,,,,,,,,,,REG
3,Guyane,,,,,,,,,,,,,,,,,,,,,,,,,,REG
52,Pays de la Loire,,,,,,,,,,,,,,,,,,,,,,5.255714285714285,87.5,4.0,,REG
28,Normandie,,,,,,,,,,,,,,,,,,,,,,7.231428571428571,87.5,4.0,,REG
53,Bretagne,,,,,,,,,,,,,,,,,,,,,,8.578571428571427,87.5,4.0,,REG
94,Corse,,,,,,,,,,,,,,,,,,,,,,7.514285714285714,87.5,4.0,,REG
76,Occitanie,,,,,,,,,,,,,,,,,,,,,,8.655714285714286,87.5,4.0,,REG
84,Auvergne et Rhône-Alpes,,,,,,,,,,,,,,,,,,,,,,6.717142857142858,62.5,3.0,,REG
11,Île-de-France,,,,,,,,,,,,,,,,,,,,,,9.182857142857143,75.0,4.0,,REG
1,Guadeloupe,,,,,,,,,,,,,,,,,,,,,,,,,,REG
6,Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,REG
27,Bourgogne et Franche-Comté,,,,,,,,,,,,,,,,,,,,,,7.042857142857143,100.0,5.0,,REG
75,Nouvelle Aquitaine,,,,,,,,,,,,,,,,,,,,,,8.642857142857142,100.0,5.0,,REG
52,Pays de la Loire,,,,,,,,,,,,,,,,,,,,,,6.508571428571429,100.0,5.0,,REG
11,Île-de-France,,,,,,,,,,,,,,,,,,,,,,9.072857142857142,87.5,4.0,,REG
28,Normandie,,,,,,,,,,,,,,,,,,,,,,7.357142857142857,100.0,5.0,,REG
93,Provence-Alpes-Côte d'Azur,,,,,,,,,,,,,,,,,,,,,,8.328571428571427,100.0,5.0,,REG
24,Centre-Val de Loire,,,,,,,,,,,,,,,,,,,,,,7.104285714285714,87.5,4.0,,REG
94,Corse,,,,,,,,,,,,,,,,,,,,,,8.221428571428572,100.0,5.0,,REG
44,Grand Est,,,,,,,,,,,,,,,,,,,,,,9.167142857142858,87.5,4.0,,REG
3,Guyane,,,,,,,,,,,,,,,,,,,,,,,,,,REG
53,Bretagne,,,,,,,,,,,,,,,,,,,,,,7.871428571428572,87.5,4.0,,REG
32,Hauts-de-France,,,,,,,,,,,,,,,,,,,,,,6.221428571428571,62.5,3.0,,REG
4,Réunion,,,,,,,,,,,,,,,,,,,,,,,,,,REG
1,Guadeloupe,,,,,,,,,,,,,,,,,,,,,,,,,,REG
2,Martinique,,,,,,,,,,,,,,,,,,,,,,,,,,REG
84,Auvergne et Rhône-Alpes,,,,,,,,,,,,,,,,,,,,,,7.367142857142857,87.5,4.0,,REG
76,Occitanie,,,,,,,,,,,,,,,,,,,,,,7.901428571428572,100.0,5.0,,REG
75,Nouvelle Aquitaine,,,,,,,,,,,,,,,,,,,,,,3.1714285714285713,37.5,2.0,,REG
3,Guyane,,,,,,,,,,,,,,,,,,,,,,,,,,REG
52,Pays de la Loire,,,,,,,,,,,,,,,,,,,,,,2.455714285714286,50.0,2.0,,REG
11,Île-de-France,,,,,,,,,,,,,,,,,,,,,,9.095714285714283,50.0,2.0,,REG
53,Bretagne,,,,,,,,,,,,,,,,,,,,,,3.207142857142857,25.0,1.0,,REG
76,Occitanie,,,,,,,,,,,,,,,,,,,,,,3.0785714285714287,12.5,1.0,,REG
2,Martinique,,,,,,,,,,,,,,,,,,,,,,,,,,REG
6,Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,REG
28,Normandie,,,,,,,,,,,,,,,,,,,,,,2.1357142857142857,25.0,1.0,,REG
4,Réunion,,,,,,,,,,,,,,,,,,,,,,,,,,REG
1,Guadeloupe,,,,,,,,,,,,,,,,,,,,,,,,,,REG
84,Auvergne et Rhône-Alpes,,,,,,,,,,,,,,,,,,,,,,7.642857142857143,62.5,3.0,,REG
32,Hauts-de-France,,,,,,,,,,,,,,,,,,,,,,6.892857142857143,50.0,2.0,,REG
27,Bourgogne et Franche-Comté,,,,,,,,,,,,,,,,,,,,,,1.3357142857142856,12.5,1.0,,REG
94,Corse,,,,,,,,,,,,,,,,,,,,,,2.371428571428571,37.5,2.0,,REG
93,Provence-Alpes-Côte d'Azur,,,,,,,,,,,,,,,,,,,,,,1.5,12.5,1.0,,REG
24,Centre-Val de Loire,,,,,,,,,,,,,,,,,,,,,,7.855714285714286,62.5,3.0,,REG
44,Grand Est,,,,,,,,,,,,,,,,,,,,,,5.21,37.5,2.0,,REG
11,Île-de-France,,,,,,,,,,,,,,,,,,,,,,11.41,75.0,4.0,,REG
32,Hauts-de-France,,,,,,,,,,,,,,,,,,,,,,10.435714285714283,87.5,4.0,,REG
4,Réunion,,,,,,,,,,,,,,,,,,,,,,,,,,REG
94,Corse,,,,,,,,,,,,,,,,,,,,,,9.892857142857142,100.0,5.0,,REG
52,Pays de la Loire,,,,,,,,,,,,,,,,,,,,,,7.724285714285714,87.5,4.0,,REG
27,Bourgogne et Franche-Comté,,,,,,,,,,,,,,,,,,,,,,9.042857142857144,100.0,5.0,,REG
75,Nouvelle Aquitaine,,,,,,,,,,,,,,,,,,,,,,10.207142857142856,100.0,5.0,,REG
6,Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,REG
84,Auvergne et Rhône-Alpes,,,,,,,,,,,,,,,,,,,,,,8.447142857142856,37.5,2.0,,REG
2,Martinique,,,,,,,,,,,,,,,,,,,,,,,,,,REG
93,Provence-Alpes-Côte d'Azur,,,,,,,,,,,,,,,,,,,,,,9.642857142857142,100.0,5.0,,REG
53,Bretagne,,,,,,,,,,,,,,,,,,,,,,9.87857142857143,100.0,5.0,,REG
24,Centre-Val de Loire,,,,,,,,,,,,,,,,,,,,,,11.34,100.0,5.0,,REG
1,Guadeloupe,,,,,,,,,,,,,,,,,,,,,,,,,,REG
3,Guyane,,,,,,,,,,,,,,,,,,,,,,,,,,REG
76,Occitanie,,,,,,,,,,,,,,,,,,,,,,8.667142857142858,100.0,5.0,,REG
44,Grand Est,,,,,,,,,,,,,,,,,,,,,,10.744285714285713,100.0,5.0,,REG
28,Normandie,,,,,,,,,,,,,,,,,,,,,,9.472857142857142,100.0,5.0,,REG
84,Auvergne et Rhône-Alpes,,,,,,,,,,,,,,,,,,,,,,9.151428571428571,87.5,4.0,,REG
24,Centre-Val de Loire,,,,,,,,,,,,,,,,,,,,,,8.154285714285715,87.5,4.0,,REG
93,Provence-Alpes-Côte d'Azur,,,,,,,,,,,,,,,,,,,,,,8.22857142857143,87.5,4.0,,REG
75,Nouvelle Aquitaine,,,,,,,,,,,,,,,,,,,,,,8.907142857142857,87.5,4.0,,REG
1,Guadeloupe,,,,,,,,,,,,,,,,,,,,,,,,,,REG
94,Corse,,,,,,,,,,,,,,,,,,,,,,8.414285714285715,87.5,4.0,,REG
4,Réunion,,,,,,,,,,,,,,,,,,,,,,,,,,REG
28,Normandie,,,,,,,,,,,,,,,,,,,,,,7.57,87.5,4.0,,REG
32,Hauts-de-France,,,,,,,,,,,,,,,,,,,,,,8.45,87.5,4.0,,REG
52,Pays de la Loire,,,,,,,,,,,,,,,,,,,,,,6.422857142857143,87.5,4.0,,REG
44,Grand Est,,,,,,,,,,,,,,,,,,,,,,9.278571428571428,87.5,4.0,,REG
3,Guyane,,,,,,,,,,,,,,,,,,,,,,,,,,REG
6,Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,REG
76,Occitanie,,,,,,,,,,,,,,,,,,,,,,7.628571428571428,87.5,4.0,,REG
53,Bretagne,,,,,,,,,,,,,,,,,,,,,,7.921428571428572,87.5,4.0,,REG
2,Martinique,,,,,,,,,,,,,,,,,,,,,,,,,,REG
11,Île-de-France,,,,,,,,,,,,,,,,,,,,,,11.05,87.5,4.0,,REG
27,Bourgogne et Franche-Comté,,,,,,,,,,,,,,,,,,,,,,7.364285714285714,87.5,4.0,,REG
44,Grand Est,,,,,,,,,,,,,,,,,,,,,,10.562857142857142,75.0,4.0,,REG
94,Corse,,,,,,,,,,,,,,,,,,,,,,9.7,62.5,3.0,,REG
32,Hauts-de-France,,,,,,,,,,,,,,,,,,,,,,11.071428571428571,87.5,4.0,,REG
2,Martinique,,,,,,,,,,,,,,,,,,,,,,,,,,REG
28,Normandie,,,,,,,,,,,,,,,,,,,,,,9.397142857142857,87.5,4.0,,REG
27,Bourgogne et Franche-Comté,,,,,,,,,,,,,,,,,,,,,,8.65,62.5,3.0,,REG
11,Île-de-France,,,,,,,,,,,,,,,,,,,,,,12.178571428571429,100.0,5.0,,REG
75,Nouvelle Aquitaine,,,,,,,,,,,,,,,,,,,,,,9.864285714285714,62.5,3.0,,REG
53,Bretagne,,,,,,,,,,,,,,,,,,,,,,9.664285714285716,75.0,4.0,,REG
84,Auvergne et Rhône-Alpes,,,,,,,,,,,,,,,,,,,,,,9.171428571428573,50.0,2.0,,REG
76,Occitanie,,,,,,,,,,,,,,,,,,,,,,8.551428571428572,50.0,2.0,,REG
93,Provence-Alpes-Côte d'Azur,,,,,,,,,,,,,,,,,,,,,,9.757142857142856,75.0,4.0,,REG
6,Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,REG
1,Guadeloupe,,,,,,,,,,,,,,,,,,,,,,,,,,REG
4,Réunion,,,,,,,,,,,,,,,,,,,,,,,,,,REG
24,Centre-Val de Loire,,,,,,,,,,,,,,,,,,,,,,10.320000000000002,87.5,4.0,,REG
3,Guyane,,,,,,,,,,,,,,,,,,,,,,,,,,REG
52,Pays de la Loire,,,,,,,,,,,,,,,,,,,,,,7.319999999999999,50.0,2.0,,REG
76,Occitanie,,,,,,,,,,,,,,,,,,,,,,8.30857142857143,75.0,4.0,,REG
44,Grand Est,,,,,,,,,,,,,,,,,,,,,,9.592857142857143,87.5,4.0,,REG
32,Hauts-de-France,,,,,,,,,,,,,,,,,,,,,,8.0,25.0,1.0,,REG
2,Martinique,,,,,,,,,,,,,,,,,,,,,,,,,,REG
93,Provence-Alpes-Côte d'Azur,,,,,,,,,,,,,,,,,,,,,,8.892857142857142,87.5,4.0,,REG
11,Île-de-France,,,,,,,,,,,,,,,,,,,,,,11.428571428571429,75.0,4.0,,REG
84,Auvergne et Rhône-Alpes,,,,,,,,,,,,,,,,,,,,,,10.10142857142857,50.0,2.0,,REG
24,Centre-Val de Loire,,,,,,,,,,,,,,,,,,,,,,7.880000000000001,37.5,2.0,,REG
52,Pays de la Loire,,,,,,,,,,,,,,,,,,,,,,7.094285714285715,50.0,2.0,,REG
4,Réunion,,,,,,,,,,,,,,,,,,,,,,,,,,REG
53,Bretagne,,,,,,,,,,,,,,,,,,,,,,8.442857142857143,75.0,4.0,,REG
28,Normandie,,,,,,,,,,,,,,,,,,,,,,7.864285714285714,75.0,4.0,,REG
3,Guyane,,,,,,,,,,,,,,,,,,,,,,,,,,REG
6,Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,REG
1,Guadeloupe,,,,,,,,,,,,,,,,,,,,,,,,,,REG
75,Nouvelle Aquitaine,,,,,,,,,,,,,,,,,,,,,,9.085714285714284,75.0,4.0,,REG
94,Corse,,,,,,,,,,,,,,,,,,,,,,8.485714285714286,75.0,4.0,,REG
27,Bourgogne et Franche-Comté,,,,,,,,,,,,,,,,,,,,,,8.042857142857143,75.0,4.0,,REG
3,Guyane,,,,,,,,,,,,,,,,,,,,,,,,,,REG
84,Auvergne et Rhône-Alpes,,,,,,,,,,,,,,,,,,,,,,9.302857142857144,62.5,3.0,,REG
76,Occitanie,,,,,,,,,,,,,,,,,,,,,,7.168571428571428,62.5,3.0,,REG
24,Centre-Val de Loire,,,,,,,,,,,,,,,,,,,,,,9.21,87.5,4.0,,REG
75,Nouvelle Aquitaine,,,,,,,,,,,,,,,,,,,,,,8.1,62.5,3.0,,REG
52,Pays de la Loire,,,,,,,,,,,,,,,,,,,,,,6.821428571428571,75.0,4.0,,REG
94,Corse,,,,,,,,,,,,,,,,,,,,,,7.721428571428571,87.5,4.0,,REG
93,Provence-Alpes-Côte d'Azur,,,,,,,,,,,,,,,,,,,,,,7.642857142857143,87.5,4.0,,REG
4,Réunion,,,,,,,,,,,,,,,,,,,,,,,,,,REG
27,Bourgogne et Franche-Comté,,,,,,,,,,,,,,,,,,,,,,6.942857142857143,75.0,4.0,,REG
1,Guadeloupe,,,,,,,,,,,,,,,,,,,,,,,,,,REG
28,Normandie,,,,,,,,,,,,,,,,,,,,,,7.28,87.5,4.0,,REG
2,Martinique,,,,,,,,,,,,,,,,,,,,,,,,,,REG
44,Grand Est,,,,,,,,,,,,,,,,,,,,,,9.441428571428572,87.5,4.0,,REG
11,Île-de-France,,,,,,,,,,,,,,,,,,,,,,12.142857142857142,100.0,5.0,,REG
53,Bretagne,,,,,,,,,,,,,,,,,,,,,,8.028571428571428,75.0,4.0,,REG
32,Hauts-de-France,,,,,,,,,,,,,,,,,,,,,,10.414285714285716,87.5,4.0,,REG
6,Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,REG
2,Martinique,,,,,,,,,,,,,,,,,,,,,,,,,,REG
75,Nouvelle Aquitaine,,,,,,,,,,,,,,,,,,,,,,7.635714285714286,12.5,1.0,,REG
4,Réunion,,,,,,,,,,,,,,,,,,,,,,,,,,REG
93,Provence-Alpes-Côte d'Azur,,,,,,,,,,,,,,,,,,,,,,7.192857142857143,12.5,1.0,,REG
53,Bretagne,,,,,,,,,,,,,,,,,,,,,,7.642857142857143,37.5,2.0,,REG
94,Corse,,,,,,,,,,,,,,,,,,,,,,7.3,12.5,1.0,,REG
52,Pays de la Loire,,,,,,,,,,,,,,,,,,,,,,5.527142857142857,12.5,1.0,,REG
11,Île-de-France,,,,,,,,,,,,,,,,,,,,,,10.107142857142858,12.5,1.0,,REG
44,Grand Est,,,,,,,,,,,,,,,,,,,,,,9.31,50.0,2.0,,REG
1,Guadeloupe,,,,,,,,,,,,,,,,,,,,,,,,,,REG
24,Centre-Val de Loire,,,,,,,,,,,,,,,,,,,,,,8.247142857142856,25.0,1.0,,REG
32,Hauts-de-France,,,,,,,,,,,,,,,,,,,,,,9.471428571428572,25.0,1.0,,REG
84,Auvergne et Rhône-Alpes,,,,,,,,,,,,,,,,,,,,,,9.457142857142856,31.25,2.0,,REG
76,Occitanie,,,,,,,,,,,,,,,,,,,,,,7.55,25.0,1.0,,REG
28,Normandie,,,,,,,,,,,,,,,,,,,,,,6.962857142857142,25.0,1.0,,REG
6,Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,REG
27,Bourgogne et Franche-Comté,,,,,,,,,,,,,,,,,,,,,,6.835714285714286,25.0,1.0,,REG
3,Guyane,,,,,,,,,,,,,,,,,,,,,,,,,,REG
52,Pays de la Loire,,,,,,,,,,,,,,,,,,,,,,8.879999999999999,62.5,3.0,,REG
1,Guadeloupe,,,,,,,,,,,,,,,,,,,,,,,,,,REG
6,Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,REG
76,Occitanie,,,,,,,,,,,,,,,,,,,,,,9.554285714285712,75.0,4.0,,REG
11,Île-de-France,,,,,,,,,,,,,,,,,,,,,,12.152857142857142,75.0,4.0,,REG
28,Normandie,,,,,,,,,,,,,,,,,,,,,,10.04,87.5,4.0,,REG
93,Provence-Alpes-Côte d'Azur,,,,,,,,,,,,,,,,,,,,,,10.864285714285714,75.0,4.0,,REG
4,Réunion,,,,,,,,,,,,,,,,,,,,,,,,,,REG
75,Nouvelle Aquitaine,,,,,,,,,,,,,,,,,,,,,,11.007142857142856,75.0,4.0,,REG
94,Corse,,,,,,,,,,,,,,,,,,,,,,10.678571428571429,75.0,4.0,,REG
53,Bretagne,,,,,,,,,,,,,,,,,,,,,,10.05,75.0,4.0,,REG
24,Centre-Val de Loire,,,,,,,,,,,,,,,,,,,,,,9.571428571428571,62.5,3.0,,REG
84,Auvergne et Rhône-Alpes,,,,,,,,,,,,,,,,,,,,,,12.071428571428571,87.5,4.0,,REG
3,Guyane,,,,,,,,,,,,,,,,,,,,,,,,,,REG
27,Bourgogne et Franche-Comté,,,,,,,,,,,,,,,,,,,,,,10.014285714285714,75.0,4.0,,REG
2,Martinique,,,,,,,,,,,,,,,,,,,,,,,,,,REG
44,Grand Est,,,,,,,,,,,,,,,,,,,,,,10.625714285714285,62.5,3.0,,REG
32,Hauts-de-France,,,,,,,,,,,,,,,,,,,,,,9.914285714285716,50.0,2.0,,REG
44,Grand Est,,,,,,,,,,,,,,,,,,,,,,11.167142857142858,50.0,2.0,,REG
76,Occitanie,,,,,,,,,,,,,,,,,,,,,,8.337142857142856,25.0,1.0,,REG
93,Provence-Alpes-Côte d'Azur,,,,,,,,,,,,,,,,,,,,,,10.392857142857142,50.0,2.0,,REG
24,Centre-Val de Loire,,,,,,,,,,,,,,,,,,,,,,12.285714285714286,87.5,4.0,,REG
2,Martinique,,,,,,,,,,,,,,,,,,,,,,,,,,REG
94,Corse,,,,,,,,,,,,,,,,,,,,,,11.37857142857143,50.0,2.0,,REG
3,Guyane,,,,,,,,,,,,,,,,,,,,,,,,,,REG
53,Bretagne,,,,,,,,,,,,,,,,,,,,,,10.207142857142856,62.5,3.0,,REG
28,Normandie,,,,,,,,,,,,,,,,,,,,,,10.6,75.0,4.0,,REG
84,Auvergne et Rhône-Alpes,,,,,,,,,,,,,,,,,,,,,,12.135714285714286,75.0,4.0,,REG
75,Nouvelle Aquitaine,,,,,,,,,,,,,,,,,,,,,,11.664285714285716,50.0,2.0,,REG
4,Réunion,,,,,,,,,,,,,,,,,,,,,,,,,,REG
32,Hauts-de-France,,,,,,,,,,,,,,,,,,,,,,12.22857142857143,87.5,4.0,,REG
52,Pays de la Loire,,,,,,,,,,,,,,,,,,,,,,10.84142857142857,75.0,4.0,,REG
27,Bourgogne et Franche-Comté,,,,,,,,,,,,,,,,,,,,,,8.971428571428572,50.0,2.0,,REG
1,Guadeloupe,,,,,,,,,,,,,,,,,,,,,,,,,,REG
11,Île-de-France,,,,,,,,,,,,,,,,,,,,,,12.868571428571428,75.0,4.0,,REG
6,Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,REG
11,Île-de-France,,,,,,,,,,,,,,,,,,,,,,10.61,25.0,1.0,,REG
3,Guyane,,,,,,,,,,,,,,,,,,,,,,,,,,REG
28,Normandie,,,,,,,,,,,,,,,,,,,,,,6.527142857142857,12.5,1.0,,REG
94,Corse,,,,,,,,,,,,,,,,,,,,,,7.428571428571429,12.5,1.0,,REG
84,Auvergne et Rhône-Alpes,,,,,,,,,,,,,,,,,,,,,,9.87,25.0,1.0,,REG
24,Centre-Val de Loire,,,,,,,,,,,,,,,,,,,,,,8.775714285714285,37.5,2.0,,REG
4,Réunion,,,,,,,,,,,,,,,,,,,,,,,,,,REG
27,Bourgogne et Franche-Comté,,,,,,,,,,,,,,,,,,,,,,6.264285714285714,12.5,1.0,,REG
53,Bretagne,,,,,,,,,,,,,,,,,,,,,,7.607142857142857,25.0,1.0,,REG
32,Hauts-de-France,,,,,,,,,,,,,,,,,,,,,,9.721428571428572,37.5,2.0,,REG
75,Nouvelle Aquitaine,,,,,,,,,,,,,,,,,,,,,,8.307142857142857,12.5,1.0,,REG
44,Grand Est,,,,,,,,,,,,,,,,,,,,,,8.895714285714286,25.0,1.0,,REG
2,Martinique,,,,,,,,,,,,,,,,,,,,,,,,,,REG
93,Provence-Alpes-Côte d'Azur,,,,,,,,,,,,,,,,,,,,,,6.771428571428571,12.5,1.0,,REG
76,Occitanie,,,,,,,,,,,,,,,,,,,,,,7.017142857142857,12.5,1.0,,REG
1,Guadeloupe,,,,,,,,,,,,,,,,,,,,,,,,,,REG
52,Pays de la Loire,,,,,,,,,,,,,,,,,,,,,,5.847142857142857,12.5,1.0,,REG
6,Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,REG
93,Provence-Alpes-Côte d'Azur,,,,,,,,,,,,,,,,,,,,,,8.198571428571428,37.5,2.0,,REG
11,Île-de-France,,,,,,,,,,,,,,,,,,,,,,10.885714285714286,25.0,1.0,,REG
75,Nouvelle Aquitaine,,,,,,,,,,,,,,,,,,,,,,9.542857142857144,37.5,2.0,,REG
1,Guadeloupe,,,,,,,,,,,,,,,,,,,,,,,,,,REG
53,Bretagne,,,,,,,,,,,,,,,,,,,,,,8.185714285714285,25.0,1.0,,REG
32,Hauts-de-France,,,,,,,,,,,,,,,,,,,,,,9.907142857142857,25.0,1.0,,REG
76,Occitanie,,,,,,,,,,,,,,,,,,,,,,8.05,37.5,2.0,,REG
27,Bourgogne et Franche-Comté,,,,,,,,,,,,,,,,,,,,,,7.228571428571429,25.0,1.0,,REG
84,Auvergne et Rhône-Alpes,,,,,,,,,,,,,,,,,,,,,,10.372857142857145,37.5,2.0,,REG
24,Centre-Val de Loire,,,,,,,,,,,,,,,,,,,,,,9.182857142857143,25.0,1.0,,REG
2,Martinique,,,,,,,,,,,,,,,,,,,,,,,,,,REG
94,Corse,,,,,,,,,,,,,,,,,,,,,,8.621428571428572,37.5,2.0,,REG
6,Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,REG
44,Grand Est,,,,,,,,,,,,,,,,,,,,,,9.277142857142858,37.5,2.0,,REG
52,Pays de la Loire,,,,,,,,,,,,,,,,,,,,,,6.938571428571429,37.5,2.0,,REG
3,Guyane,,,,,,,,,,,,,,,,,,,,,,,,,,REG
4,Réunion,,,,,,,,,,,,,,,,,,,,,,,,,,REG
28,Normandie,,,,,,,,,,,,,,,,,,,,,,7.445714285714286,25.0,1.0,,REG
52,Pays de la Loire,,,,,,,,,,,,,,,,,,,,,,16.355714285714285,100.0,5.0,,REG
76,Occitanie,,,,,,,,,,,,,,,,,,,,,,15.282857142857145,100.0,5.0,,REG
32,Hauts-de-France,,,,,,,,,,,,,,,,,,,,,,14.685714285714283,62.5,3.0,,REG
27,Bourgogne et Franche-Comté,,,,,,,,,,,,,,,,,,,,,,15.35,100.0,5.0,,REG
84,Auvergne et Rhône-Alpes,,,,,,,,,,,,,,,,,,,,,,13.281428571428572,62.5,3.0,,REG
53,Bretagne,,,,,,,,,,,,,,,,,,,,,,16.47142857142857,100.0,5.0,,REG
28,Normandie,,,,,,,,,,,,,,,,,,,,,,15.070000000000002,100.0,5.0,,REG
24,Centre-Val de Loire,,,,,,,,,,,,,,,,,,,,,,14.69,87.5,4.0,,REG
93,Provence-Alpes-Côte d'Azur,,,,,,,,,,,,,,,,,,,,,,16.242857142857144,100.0,5.0,,REG
6,Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,REG
75,Nouvelle Aquitaine,,,,,,,,,,,,,,,,,,,,,,18.214285714285715,100.0,5.0,,REG
2,Martinique,,,,,,,,,,,,,,,,,,,,,,,,,,REG
4,Réunion,,,,,,,,,,,,,,,,,,,,,,,,,,REG
11,Île-de-France,,,,,,,,,,,,,,,,,,,,,,14.582857142857142,62.5,3.0,,REG
94,Corse,,,,,,,,,,,,,,,,,,,,,,16.65,100.0,5.0,,REG
44,Grand Est,,,,,,,,,,,,,,,,,,,,,,15.032857142857145,100.0,5.0,,REG
1,Guadeloupe,,,,,,,,,,,,,,,,,,,,,,,,,,REG
3,Guyane,,,,,,,,,,,,,,,,,,,,,,,,,,REG
76,Occitanie,,,,,,,,,,,,,,,,,,,,,,12.207142857142856,62.5,3.0,,REG
11,Île-de-France,,,,,,,,,,,,,,,,,,,,,,14.754285714285714,87.5,4.0,,REG
53,Bretagne,,,,,,,,,,,,,,,,,,,,,,14.2,75.0,4.0,,REG
93,Provence-Alpes-Côte d'Azur,,,,,,,,,,,,,,,,,,,,,,14.385714285714286,87.5,4.0,,REG
6,Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,REG
1,Guadeloupe,,,,,,,,,,,,,,,,,,,,,,,,,,REG
32,Hauts-de-France,,,,,,,,,,,,,,,,,,,,,,15.864285714285714,87.5,4.0,,REG
4,Réunion,,,,,,,,,,,,,,,,,,,,,,,,,,REG
24,Centre-Val de Loire,,,,,,,,,,,,,,,,,,,,,,15.435714285714283,87.5,4.0,,REG
52,Pays de la Loire,,,,,,,,,,,,,,,,,,,,,,13.711428571428572,87.5,4.0,,REG
44,Grand Est,,,,,,,,,,,,,,,,,,,,,,14.537142857142856,75.0,4.0,,REG
27,Bourgogne et Franche-Comté,,,,,,,,,,,,,,,,,,,,,,13.05,75.0,4.0,,REG
28,Normandie,,,,,,,,,,,,,,,,,,,,,,13.477142857142857,87.5,4.0,,REG
75,Nouvelle Aquitaine,,,,,,,,,,,,,,,,,,,,,,15.635714285714286,75.0,4.0,,REG
84,Auvergne et Rhône-Alpes,,,,,,,,,,,,,,,,,,,,,,14.195714285714288,43.75,2.0,,REG
2,Martinique,,,,,,,,,,,,,,,,,,,,,,,,,,REG
3,Guyane,,,,,,,,,,,,,,,,,,,,,,,,,,REG
94,Corse,,,,,,,,,,,,,,,,,,,,,,14.87857142857143,87.5,4.0,,REG
